part,company,country,city,price,date
65044-3014,Buzzbean,Germany,Düsseldorf,996.17€,2016-01-17 12:22:09
0603-6134,Twitterbeat,France,Annecy,799.62€,2016-01-17 12:35:41
76335-006,Flipstorm,France,Nanterre,327.36€,2016-01-17 13:30:02
55856-0003,Buzzbean,Germany,Düsseldorf,169.54€,2016-01-17 16:35:36
76117-001,Yozio,Greece,Patras,807.1€,2016-01-17 16:41:14
49520-501,Zooxo,United Kingdom,London,£900.09,2016-01-17 17:09:37
0268-6107,Gabcube,Portugal,Almada,466.59€,2016-01-17 17:45:26
36987-1697,Flipstorm,France,Nanterre,901.0€,2016-01-17 18:40:03
35356-325,Chatterbridge,Spain,Barcelona,726.29€,2016-01-17 20:19:03
68752-024,Flipstorm,Greece,Athens,857.91€,2016-01-18 01:12:54
62011-0219,Ntags,Portugal,Lisbon,960.05€,2016-01-18 01:47:58
16714-295,Thoughtmix,Portugal,Amadora	,423.61€,2016-01-18 03:33:35
50458-560,Thoughtmix,Portugal,Amadora	,904.31€,2016-01-18 05:22:40
68084-172,Zooxo,United Kingdom,London,£305.79,2016-01-18 05:31:36
51060-032,Flipstorm,France,Nanterre,439.0€,2016-01-18 06:15:37
0185-0373,Flipstorm,Greece,Athens,968.75€,2016-01-18 06:26:03
51523-002,Voomm,France,Paris,722.52€,2016-01-18 06:42:23
49348-574,Flipstorm,Greece,Athens,332.33€,2016-01-18 08:12:31
55154-5057,Lajo,Greece,Thessaloniki,83.18€,2016-01-18 08:30:06
62670-4404,Thoughtmix,Portugal,Amadora	,279.5€,2016-01-18 10:10:16
54868-0823,Wordify,United States,New York,$147.07,2016-01-18 10:35:47
55700-014,Zooxo,United Kingdom,London,£590.18,2016-01-18 11:22:22
0268-6107,Flipstorm,Greece,Athens,445.31€,2016-01-18 12:20:17
49999-737,Flipstorm,France,Nanterre,834.21€,2016-01-18 13:51:24
52125-136,Avaveo,France,Nice,358.46€,2016-01-18 13:54:37
10267-2529,Wordify,United States,New York,$431.01,2016-01-18 14:46:57
54123-957,Twitterbeat,France,Annecy,134.89€,2016-01-18 14:54:23
51523-002,Zooxo,United Kingdom,London,£963.87,2016-01-18 19:21:48
54973-9150,Ntags,Portugal,Lisbon,932.02€,2016-01-18 20:01:14
49349-106,Thoughtmix,Portugal,Amadora	,1270.06€,2016-01-18 20:07:38
49348-574,Buzzbean,Germany,Düsseldorf,272.68€,2016-01-18 20:37:18
0699-7041,Voomm,France,Paris,583.91€,2016-01-18 23:02:11
17156-617,Rhycero,France,Arcueil,840.45€,2016-01-18 23:12:08
55566-2100,Zooxo,United Kingdom,London,£655.4,2016-01-18 23:39:14
52959-433,Roodel,Portugal,Aranhas,323.61€,2016-01-19 00:02:40
51531-9500,Chatterbridge,Spain,Barcelona,867.65€,2016-01-19 02:35:53
49520-501,Shufflebeat,Portugal,Porto,712.94€,2016-01-19 02:47:20
37205-951,Zooxo,United Kingdom,London,£119.73,2016-01-19 03:17:49
48951-4042,Zooxo,United Kingdom,London,£123.31,2016-01-19 03:50:46
49520-501,Flipstorm,France,Nanterre,997.59€,2016-01-19 05:42:58
76314-002,Avaveo,France,Nice,474.35€,2016-01-19 05:50:03
62670-4404,Flipstorm,Greece,Athens,210.43€,2016-01-19 06:50:53
58118-5060,Ntags,Portugal,Lisbon,198.2€,2016-01-19 07:46:58
35356-325,Thoughtmix,Portugal,Amadora	,847.25€,2016-01-19 07:55:29
68180-121,Flipstorm,France,Nanterre,592.26€,2016-01-19 08:36:18
51346-126,Twitterbeat,France,Annecy,94.38€,2016-01-19 12:09:34
98132-889,Thoughtmix,Portugal,Amadora	,219.98€,2016-01-19 13:43:08
51523-002,Ntags,Portugal,Lisbon,988.45€,2016-01-19 13:54:14
13537-259,Brainsphere,Portugal,Braga,684.16€,2016-01-19 14:51:04
0615-7679,Ntags,Portugal,Lisbon,388.25€,2016-01-19 14:53:19
37205-992,Buzzbean,Germany,Düsseldorf,473.61€,2016-01-19 15:45:13
51060-032,Ntags,Portugal,Lisbon,1130.77€,2016-01-19 16:00:36
67544-356,Flipstorm,Greece,Athens,432.15€,2016-01-19 17:55:22
49349-820,Ntags,Portugal,Lisbon,562.06€,2016-01-19 18:47:53
68233-011,Zooxo,United Kingdom,London,£373.38,2016-01-19 19:02:42
13537-259,Thoughtmix,Portugal,Amadora	,820.1€,2016-01-19 19:09:15
16590-177,Thoughtmix,Portugal,Amadora	,665.4€,2016-01-19 19:55:09
49348-574,Buzzbean,Germany,Düsseldorf,261.77€,2016-01-19 20:37:55
68233-011,Ntags,Portugal,Lisbon,525.61€,2016-01-19 21:11:37
50458-560,Zooxo,United Kingdom,London,£385.16,2016-01-19 22:53:21
13537-259,Zooxo,United Kingdom,London,£652.62,2016-01-19 23:21:17
17156-617,Flipstorm,France,Nanterre,1029.55€,2016-01-19 23:22:21
55289-164,Twitterbeat,France,Annecy,184.04€,2016-01-19 23:23:41
0615-7679,Voomm,France,Paris,450.32€,2016-01-19 23:24:55
49967-724,Ntags,Portugal,Lisbon,419.28€,2016-01-20 00:20:44
10578-049,Brainsphere,Portugal,Braga,1462.25€,2016-01-20 01:33:07
36800-952,Shufflebeat,Portugal,Porto,227.53€,2016-01-20 01:38:33
60505-2867,Flipstorm,Greece,Athens,168.7€,2016-01-20 06:55:46
68233-011,Ntags,Portugal,Lisbon,716.97€,2016-01-20 07:23:46
0268-1604,Twitterbeat,France,Annecy,140.17€,2016-01-20 07:51:33
21695-931,Yozio,Greece,Patras,693.89€,2016-01-20 10:37:39
54123-957,Thoughtmix,Portugal,Amadora	,264.04€,2016-01-20 11:01:16
54123-957,Flipstorm,France,Nanterre,183.49€,2016-01-20 12:18:14
0603-6134,Twitterbeat,France,Annecy,801.39€,2016-01-20 12:34:15
59779-028,Twitterbeat,France,Annecy,1051.38€,2016-01-20 16:14:14
54473-578,Voomm,France,Paris,221.16€,2016-01-20 19:29:18
52959-433,Flipstorm,France,Nanterre,308.8€,2016-01-20 19:37:42
0268-1401,Flipstorm,Greece,Athens,928.75€,2016-01-20 20:19:35
24385-268,Realpoint,Portugal,Lisbon,200.28€,2016-01-20 20:38:36
43419-018,Thoughtmix,Portugal,Amadora	,221.88€,2016-01-20 21:27:52
49288-0655,Flipstorm,Greece,Athens,307.98€,2016-01-20 23:14:07
50563-113,Chatterbridge,Spain,Barcelona,311.78€,2016-01-21 00:29:49
36800-952,Chatterbridge,Spain,Barcelona,368.3€,2016-01-21 00:39:19
54473-578,Ntags,Portugal,Lisbon,225.92€,2016-01-21 00:49:47
52959-433,Lajo,Greece,Thessaloniki,327.3€,2016-01-21 03:43:32
55700-014,Chatterbridge,Spain,Barcelona,657.99€,2016-01-21 04:19:02
68084-172,Buzzbean,Germany,Düsseldorf,279.38€,2016-01-21 05:08:08
16729-167,Twitterbeat,France,Annecy,431.57€,2016-01-21 05:16:22
68462-565,Chatterbridge,Spain,Barcelona,1013.61€,2016-01-21 07:33:11
16714-295,Twitterbeat,France,Annecy,483.77€,2016-01-21 08:49:10
52125-136,Brainsphere,Portugal,Braga,482.78€,2016-01-21 10:03:10
49349-842,Thoughtmix,Portugal,Amadora	,660.51€,2016-01-21 10:24:30
68084-172,Rhycero,France,Arcueil,786.92€,2016-01-21 10:24:55
49967-724,Flipstorm,France,Nanterre,485.23€,2016-01-21 11:09:50
10237-832,Thoughtmix,Portugal,Amadora	,240.1€,2016-01-21 11:20:43
16714-295,Zooxo,United Kingdom,London,£462.32,2016-01-21 12:46:24
67046-030,Buzzbean,Germany,Düsseldorf,114.9€,2016-01-21 12:50:38
68233-011,Thoughtmix,Portugal,Amadora	,560.03€,2016-01-21 13:25:30
76314-002,Chatterbridge,Spain,Barcelona,397.96€,2016-01-21 15:33:57
36800-952,Thoughtmix,Portugal,Amadora	,215.25€,2016-01-21 17:07:32
52959-433,Flipstorm,Greece,Athens,337.87€,2016-01-21 19:09:34
48951-4042,Brainsphere,Portugal,Braga,299.82€,2016-01-21 19:15:02
51138-049,Chatterbridge,Spain,Barcelona,1144.33€,2016-01-21 19:56:19
13537-468,Ntags,Portugal,Lisbon,643.6€,2016-01-21 20:09:48
36800-952,Flipstorm,Greece,Athens,283.99€,2016-01-21 23:14:49
63629-2733,Brainsphere,Portugal,Braga,246.12€,2016-01-21 23:20:55
49349-842,Voomm,France,Paris,349.23€,2016-01-21 23:29:27
0185-0373,Zooxo,United Kingdom,London,£860.32,2016-01-21 23:34:07
58596-001,Roodel,Portugal,Aranhas,497.42€,2016-01-22 01:58:41
62742-4030,Yozio,Greece,Patras,524.49€,2016-01-22 02:19:06
0185-0373,Brainsphere,Portugal,Braga,943.33€,2016-01-22 03:06:53
16729-167,Shufflebeat,Portugal,Porto,313.81€,2016-01-22 03:49:25
24385-268,Thoughtmix,Portugal,Amadora	,110.63€,2016-01-22 04:44:58
51346-145,Roodel,Portugal,Aranhas,960.81€,2016-01-22 05:46:11
49349-842,Zooxo,United Kingdom,London,£441.17,2016-01-22 06:19:52
68233-011,Zoonder,United States,Boston,$512.68,2016-01-22 06:22:01
54868-0823,Flipstorm,France,Nanterre,156.48€,2016-01-22 08:52:51
41167-0843,Zooxo,United Kingdom,London,£548.59,2016-01-22 09:38:05
68084-172,Shufflebeat,Portugal,Porto,267.92€,2016-01-22 10:21:50
54868-0823,Flipstorm,Greece,Athens,141.44€,2016-01-22 11:38:43
49349-471,Flipstorm,France,Nanterre,832.46€,2016-01-22 11:44:19
21695-267,Flipstorm,Greece,Athens,569.41€,2016-01-22 13:19:43
52380-1102,Yozio,Greece,Patras,-133.25€,2016-01-22 14:23:10
61398-0828,Flipstorm,Greece,Athens,375.91€,2016-01-22 17:58:30
0268-1401,Flipstorm,France,Nanterre,614.39€,2016-01-22 18:38:43
58118-5060,Chatterbridge,Spain,Barcelona,172.13€,2016-01-22 18:41:05
58596-001,Ntags,Portugal,Lisbon,475.14€,2016-01-22 20:01:40
63629-2733,Shufflebeat,Portugal,Porto,234.93€,2016-01-22 20:26:17
49288-0655,Wordify,United States,New York,$96.57,2016-01-22 21:01:51
52380-1102,Zooxo,United Kingdom,London,£500.25,2016-01-22 21:03:20
21695-267,Riffpath,Greece,Heraklion,350.62€,2016-01-22 21:26:31
35356-325,Gabcube,Portugal,Almada,137.85€,2016-01-22 21:49:53
0268-6107,Zooxo,United Kingdom,London,£421.95,2016-01-22 21:51:41
37205-992,Ntags,Portugal,Lisbon,482.77€,2016-01-22 22:06:39
48951-4042,Ntags,Portugal,Lisbon,286.19€,2016-01-22 22:40:31
52959-433,Lajo,Greece,Thessaloniki,343.21€,2016-01-23 01:01:50
54473-578,Chatterbridge,Spain,Barcelona,275.28€,2016-01-23 01:34:12
58668-4281,Flipstorm,Greece,Athens,823.84€,2016-01-23 01:45:41
10267-2529,Chatterbridge,Spain,Barcelona,559.67€,2016-01-23 02:32:44
68752-024,Flipstorm,Greece,Athens,860.8€,2016-01-23 03:41:45
0228-2167,Thoughtmix,Portugal,Amadora	,479.01€,2016-01-23 04:14:00
68233-011,Flipstorm,Greece,Athens,720.59€,2016-01-23 05:14:34
0699-7041,Twitterbeat,France,Annecy,976.38€,2016-01-23 05:48:14
49349-106,Brainsphere,Portugal,Braga,916.11€,2016-01-23 06:01:03
0268-6107,Flipstorm,Greece,Athens,490.64€,2016-01-23 07:27:19
76117-001,Wordify,United States,New York,$1202.5,2016-01-23 07:37:22
58668-4281,Thoughtmix,Portugal,Amadora	,993.03€,2016-01-23 07:50:30
49999-737,Twitterbeat,France,Annecy,880.45€,2016-01-23 08:56:33
48951-4042,Voomm,France,Paris,214.51€,2016-01-23 09:22:42
65044-3014,Riffpath,Greece,Heraklion,938.34€,2016-01-23 09:47:47
70253-307,Wordify,United States,New York,$1092.81,2016-01-23 11:58:20
41167-0843,Wordify,United States,New York,$893.95,2016-01-23 12:09:10
68084-595,Thoughtmix,Portugal,Amadora	,186.21€,2016-01-23 12:41:14
61398-0828,Zooxo,United Kingdom,London,£436.25,2016-01-23 12:57:03
0268-1128,Buzzbean,Germany,Düsseldorf,1319.14€,2016-01-23 13:09:35
0268-1401,Chatterbridge,Spain,Barcelona,761.77€,2016-01-23 13:23:46
54092-515,Zoonder,United States,Boston,$840.91,2016-01-23 13:24:24
37205-992,Voomm,France,Paris,503.72€,2016-01-23 15:38:22
54973-9150,Flipstorm,Greece,Athens,833.35€,2016-01-23 16:32:15
49288-0655,Zooxo,United Kingdom,London,£320.77,2016-01-23 16:38:01
37205-951,Roodel,Portugal,Aranhas,184.89€,2016-01-23 16:49:34
51523-002,Voomm,France,Paris,1265.87€,2016-01-23 16:50:11
0228-2167,Rhycero,France,Arcueil,843.66€,2016-01-23 18:11:24
10237-832,Flipstorm,Greece,Athens,823.15€,2016-01-23 19:59:04
36987-1697,Teklist,Netherlands,Arnhem,1336.69€,2016-01-23 20:40:54
55566-2100,Flipstorm,Greece,Athens,675.44€,2016-01-23 20:50:43
67046-030,Flipstorm,Greece,Athens,187.62€,2016-01-23 21:31:32
13537-468,Flipstorm,Greece,Athens,754.29€,2016-01-24 01:17:03
55700-014,Thoughtmix,Portugal,Amadora	,656.77€,2016-01-24 01:22:43
54973-9150,Flipstorm,France,Nanterre,826.7€,2016-01-24 01:27:27
24385-268,Chatterbridge,Spain,Barcelona,188.67€,2016-01-24 02:03:24
51138-049,Flipstorm,Greece,Athens,427.75€,2016-01-24 02:32:27
51523-002,Thoughtmix,Portugal,Amadora	,247.97€,2016-01-24 02:54:49
13537-468,Lajo,Greece,Thessaloniki,448.56€,2016-01-24 07:26:04
76117-001,Voomm,France,Paris,865.75€,2016-01-24 07:35:41
76454-100,Chatterbridge,Spain,Barcelona,104.51€,2016-01-24 08:14:34
51138-049,Brainsphere,Portugal,Braga,1152.82€,2016-01-24 09:10:17
52125-136,Eimbee,France,Amiens,843.44€,2016-01-24 09:11:17
17156-617,Flipstorm,France,Nanterre,850.97€,2016-01-24 12:26:24
49999-737,Flipstorm,France,Nanterre,860.74€,2016-01-24 12:57:39
0268-1604,Wordify,United States,New York,$132.95,2016-01-24 14:53:12
68180-121,Flipstorm,Greece,Athens,1089.59€,2016-01-24 16:47:28
49520-501,Ntags,Portugal,Lisbon,625.06€,2016-01-24 17:34:58
44946-1046,Thoughtmix,Portugal,Amadora	,441.0€,2016-01-24 19:26:59
50458-560,Flipstorm,Greece,Athens,1196.31€,2016-01-24 20:31:48
68180-121,Flipstorm,Greece,Athens,1240.67€,2016-01-24 21:14:34
10237-832,Flipstorm,France,Nanterre,396.07€,2016-01-24 22:57:21
55566-2100,Realpoint,Portugal,Lisbon,593.74€,2016-01-24 23:11:56
37205-951,Flipstorm,Greece,Athens,156.13€,2016-01-24 23:22:22
58596-001,Wordify,United States,New York,$512.28,2016-01-24 23:41:15
76335-006,Twitterbeat,France,Annecy,380.34€,2016-01-25 00:44:15
68180-121,Flipstorm,Greece,Athens,1031.77€,2016-01-25 01:53:36
58668-4281,Zooxo,United Kingdom,London,£102.42,2016-01-25 01:53:37
37205-951,Flipstorm,Greece,Athens,146.95€,2016-01-25 03:32:12
0268-1604,Innojam,Netherlands,Amsterdam,134.77€,2016-01-25 04:32:22
21695-267,Zooxo,United Kingdom,London,£303.94,2016-01-25 04:52:23
49349-106,Thoughtmix,Portugal,Amadora	,834.12€,2016-01-25 04:59:14
62011-0219,Zooxo,United Kingdom,London,£712.63,2016-01-25 08:09:01
49349-314,Eimbee,France,Amiens,475.63€,2016-01-25 08:14:02
49967-724,Yozio,Greece,Patras,597.85€,2016-01-25 09:29:42
10578-049,Chatterbridge,Spain,Barcelona,-181.47€,2016-01-25 09:38:31
76335-006,Zooxo,United Kingdom,London,£311.18,2016-01-25 09:42:03
60505-2867,Flipstorm,France,Nanterre,177.15€,2016-01-25 10:15:14
59779-028,Flipstorm,France,Nanterre,792.67€,2016-01-25 12:10:08
49349-106,Twitterbeat,France,Annecy,1007.44€,2016-01-25 12:30:15
0268-1604,Yozio,Greece,Patras,140.07€,2016-01-25 13:14:20
68233-011,Chatterbridge,Spain,Barcelona,849.07€,2016-01-25 14:10:26
48951-4042,Flipstorm,France,Nanterre,334.03€,2016-01-25 14:12:04
51346-126,Flipstorm,France,Nanterre,106.78€,2016-01-25 15:38:49
24385-268,Flipstorm,France,Nanterre,241.98€,2016-01-25 16:59:49
58596-001,Ntags,Portugal,Lisbon,457.77€,2016-01-25 17:25:01
58668-4281,Eimbee,France,Amiens,1222.35€,2016-01-25 17:41:08
76454-100,Buzzbean,Germany,Düsseldorf,137.13€,2016-01-25 17:45:58
67046-030,Chatterbridge,Spain,Barcelona,170.87€,2016-01-25 17:47:51
52959-433,Buzzbean,Germany,Düsseldorf,353.59€,2016-01-25 17:50:47
16477-306,Thoughtmix,Portugal,Amadora	,911.11€,2016-01-25 18:45:44
49035-530,Lajo,Greece,Thessaloniki,977.69€,2016-01-25 19:18:15
52125-136,Ntags,Portugal,Lisbon,575.55€,2016-01-25 19:36:34
68462-565,Shufflebeat,Portugal,Porto,754.62€,2016-01-25 20:17:46
67544-356,Ntags,Portugal,Lisbon,328.32€,2016-01-25 21:16:21
17156-617,Flipstorm,Greece,Athens,1094.09€,2016-01-25 23:30:01
54868-5165,Roodel,Portugal,Aranhas,1275.38€,2016-01-25 23:39:42
68180-121,Wordify,United States,New York,$1023.54,2016-01-25 23:40:40
51346-145,Zooxo,United Kingdom,London,£855.63,2016-01-26 00:01:07
0268-1604,Twitterbeat,France,Annecy,123.07€,2016-01-26 01:00:52
16729-167,Voomm,France,Paris,864.95€,2016-01-26 01:08:11
62011-0219,Voomm,France,Paris,779.97€,2016-01-26 01:51:11
49967-724,Thoughtmix,Portugal,Amadora	,558.98€,2016-01-26 02:13:39
51079-947,Zooxo,United Kingdom,London,£534.59,2016-01-26 02:29:34
55856-0003,Ntags,Portugal,Lisbon,220.74€,2016-01-26 03:58:22
36987-1697,Flipstorm,France,Nanterre,391.01€,2016-01-26 04:28:14
54473-578,Voomm,France,Paris,238.86€,2016-01-26 05:54:14
37205-992,Flipstorm,Greece,Athens,379.56€,2016-01-26 08:26:20
98132-889,Chatterbridge,Spain,Barcelona,192.66€,2016-01-26 08:32:12
21695-267,Ntags,Portugal,Lisbon,314.22€,2016-01-26 08:46:30
0615-7679,Flipstorm,Greece,Athens,422.56€,2016-01-26 08:53:42
58596-001,Brainsphere,Portugal,Braga,492.73€,2016-01-26 09:12:15
52343-025,Buzzbean,Germany,Düsseldorf,1079.58€,2016-01-26 09:42:45
16590-177,Twitterbeat,France,Annecy,860.01€,2016-01-26 10:47:18
0268-1401,Yozio,Greece,Patras,811.76€,2016-01-26 11:56:14
59779-028,Flipstorm,Greece,Athens,599.44€,2016-01-26 13:18:41
49288-0655,Brainsphere,Portugal,Braga,210.37€,2016-01-26 15:05:41
76454-100,Yozio,Greece,Patras,180.24€,2016-01-26 16:05:59
49349-820,Gabcube,Portugal,Almada,475.27€,2016-01-26 16:16:28
51346-145,Chatterbridge,Spain,Barcelona,936.68€,2016-01-26 16:55:28
54973-9150,Buzzbean,Germany,Düsseldorf,1012.88€,2016-01-26 17:21:49
36800-952,Brainsphere,Portugal,Braga,231.66€,2016-01-26 18:16:51
60505-2867,Flipstorm,Greece,Athens,181.41€,2016-01-26 21:13:54
67046-030,Flipstorm,Greece,Athens,189.44€,2016-01-26 21:39:29
63629-2733,Zooxo,United Kingdom,London,£178.58,2016-01-26 22:27:38
55154-5057,Brainsphere,Portugal,Braga,740.03€,2016-01-26 22:41:06
98132-889,Wordify,United States,New York,$283.92,2016-01-26 23:03:21
54092-515,Flipstorm,France,Nanterre,763.42€,2016-01-27 00:28:34
55856-0003,Voomm,France,Paris,317.36€,2016-01-27 01:18:12
51523-002,Zooxo,United Kingdom,London,£1188.51,2016-01-27 01:28:08
60505-2867,Brainsphere,Portugal,Braga,188.1€,2016-01-27 02:03:39
49738-105,Flipstorm,Greece,Athens,547.91€,2016-01-27 04:42:11
51346-145,Flipstorm,Greece,Athens,1043.84€,2016-01-27 10:53:22
10267-2529,Brainsphere,Portugal,Braga,395.06€,2016-01-27 11:47:29
37205-992,Flipstorm,Greece,Athens,576.85€,2016-01-27 11:49:03
51060-032,Brainsphere,Portugal,Braga,744.49€,2016-01-27 12:39:36
49349-820,Flipstorm,Greece,Athens,533.34€,2016-01-27 13:09:05
36800-952,Flipstorm,Greece,Athens,169.55€,2016-01-27 14:03:36
68084-172,Yozio,Greece,Patras,694.09€,2016-01-27 14:19:41
49349-820,Flipstorm,Greece,Athens,444.3€,2016-01-27 14:28:05
36800-952,Chatterbridge,Spain,Barcelona,229.17€,2016-01-27 16:50:01
0603-6134,Zooxo,United Kingdom,London,£772.24,2016-01-27 18:24:02
49349-820,Voomm,France,Paris,593.55€,2016-01-27 18:59:03
49349-842,Buzzbean,Germany,Düsseldorf,556.86€,2016-01-27 19:55:32
10267-2529,Twitterbeat,France,Annecy,403.45€,2016-01-27 21:56:02
49738-105,Chatterbridge,Spain,Barcelona,491.68€,2016-01-27 22:37:36
49035-530,Voomm,France,Paris,1233.92€,2016-01-27 23:01:04
49035-530,Brainsphere,Portugal,Braga,945.1€,2016-01-28 00:14:53
50458-560,Flipstorm,Greece,Athens,1286.07€,2016-01-28 00:15:43
54868-0823,Thoughtmix,Portugal,Amadora	,135.32€,2016-01-28 01:12:37
13537-259,Chatterbridge,Spain,Barcelona,879.14€,2016-01-28 02:14:37
50563-113,Ntags,Portugal,Lisbon,796.17€,2016-01-28 02:43:53
62011-0219,Zooxo,United Kingdom,London,£842.69,2016-01-28 03:00:39
54473-578,Twitterbeat,France,Annecy,184.74€,2016-01-28 03:21:08
10578-049,Voomm,France,Paris,701.13€,2016-01-28 08:32:51
51531-9500,Twitterbeat,France,Annecy,944.59€,2016-01-28 09:45:24
49520-501,Shufflebeat,Portugal,Porto,828.05€,2016-01-28 10:03:46
49348-574,Twitterbeat,France,Annecy,336.29€,2016-01-28 12:59:11
24385-268,Wordify,United States,New York,$169.72,2016-01-28 13:00:52
60505-2867,Twitterbeat,France,Annecy,255.09€,2016-01-28 13:40:34
41163-428,Brainsphere,Portugal,Braga,137.13€,2016-01-28 14:10:59
62011-0219,Zooxo,United Kingdom,London,£740.57,2016-01-28 14:33:33
51138-049,Chatterbridge,Spain,Barcelona,704.44€,2016-01-28 15:03:28
68180-121,Thoughtmix,Portugal,Amadora	,621.95€,2016-01-28 17:38:26
68084-172,Buzzbean,Germany,Düsseldorf,380.11€,2016-01-28 17:39:38
0615-7679,Chatterbridge,Spain,Barcelona,449.03€,2016-01-28 17:53:42
62670-4404,Zoonder,United States,Boston,$504.36,2016-01-28 20:19:45
0603-6134,Wordify,United States,New York,$893.54,2016-01-28 21:23:10
58118-5060,Shufflebeat,Portugal,Porto,158.1€,2016-01-28 21:42:28
49349-842,Twitterbeat,France,Annecy,578.19€,2016-01-28 21:50:46
16714-295,Shufflebeat,Portugal,Porto,528.17€,2016-01-28 22:07:48
51138-049,Chatterbridge,Spain,Barcelona,1450.62€,2016-01-28 23:15:05
76454-100,Flipstorm,Greece,Athens,147.92€,2016-01-29 00:15:18
24286-1562,Yozio,Greece,Patras,366.99€,2016-01-29 01:27:19
68752-024,Ntags,Portugal,Lisbon,767.63€,2016-01-29 03:26:22
50458-560,Yozio,Greece,Patras,1069.03€,2016-01-29 06:19:46
59779-601,Roodel,Portugal,Aranhas,144.99€,2016-01-29 09:06:04
0615-7679,Flipstorm,Greece,Athens,399.17€,2016-01-29 09:28:10
16477-306,Gabcube,Portugal,Almada,927.37€,2016-01-29 11:05:37
13537-259,Flipstorm,Greece,Athens,732.98€,2016-01-29 12:32:31
17156-617,Zoonder,United States,Boston,$1218.06,2016-01-29 13:24:14
16590-177,Shufflebeat,Portugal,Porto,1634.99€,2016-01-29 15:17:44
51346-126,Yozio,Greece,Patras,118.51€,2016-01-29 15:32:38
52380-1102,Zoonder,United States,Boston,$362.52,2016-01-29 18:33:41
55289-164,Twitterbeat,France,Annecy,408.79€,2016-01-29 19:45:11
49349-842,Teklist,Netherlands,Arnhem,610.2€,2016-01-29 21:07:13
0268-6107,Flipstorm,Greece,Athens,497.36€,2016-01-29 22:29:21
49348-574,Flipstorm,France,Nanterre,342.6€,2016-01-30 01:35:15
51346-145,Wordify,United States,New York,$1104.31,2016-01-30 02:44:36
37205-951,Twitterbeat,France,Annecy,196.85€,2016-01-30 04:54:34
